gene_name	ensgene	log2FC_prot	AveExpr_prot	tstat_prot	pval_prot	padj_prot	B_prot	log2FC_rna	baseMean_rna	lfcSE_rna	stat_rna	pval_rna	padj_rna	log2fc_concordance	rna_DE_status	protein_DE_status	gene_DS_status	highest_magn_IncLevelDifference_rmats	sign_splice_event_rmats	highest_magn_deltaPSI_majiq	sign_splice_event_majiq	has_cryptic_splicing	tdp43_interactor	tdp43_clip_target	Fig1_plot_group
TLN2	ENSG00000171914	-0.686786610305255	14.5024767598732	-7.87760718775743	3.25781332230798e-06	1.7387132496180001E-4	4.73478646037276	-0.357086996754912	3504.46029384711	0.0473896980993984	-7.53511862443042	4.87891094255921e-14	2.21875570481979e-12	concordant	Gene DE	Protein DE	DS	0.133	FALSE	0.539226041188357	TRUE	FALSE	FALSE	FALSE	DEP + DS
ENDOG	ENSG00000167136	0.921955933888439	13.8054585970593	7.81429672785248	3.5484847791703e-06	1.8470841636219999E-4	4.64684891056612	0.0610505159569181	1822.21479780958	0.0555432449900935	1.09915284870027	0.27170140139131199	0.47614452462010798	concordant	Gene not DE	Protein DE	No DS	0.002	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
RPTOR	ENSG00000141564	-0.707418918197577	14.4187269178293	-7.80531387408661	3.59191442683565e-06	1.8470841636219999E-4	4.63433057743324	-0.395896938490667	2123.43413536439	0.0549224373711714	-7.20829150052382	5.66582408090746e-13	2.2797998513788696e-11	concordant	Gene DE	Protein DE	No DS	0.095	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
PRPS1	ENSG00000147224	-0.329885011616874	16.8195995535425	-7.80231962397761	3.6065162858666e-06	1.8470841636219999E-4	4.63015556438642	-0.0927537221261574	3670.47734816004	0.0620256660795718	-1.49540872333664	0.134807805295898	0.30025238459407699	concordant	Gene not DE	Protein DE	No DS	0.019	FALSE	NA	NA	FALSE	TRUE	TRUE	DEP only
MTHFD2	ENSG00000065911	-0.369574779210861	16.4765945199434	-7.78545079532371	3.68996907299824e-06	1.866201858668E-4	4.60661326947816	-0.0400939987489995	9076.66370171858	0.0476291315030088	-0.841795713752764	0.39990231156081302	0.60603676256751304	concordant	Gene not DE	Protein DE	No DS	0.111	FALSE	NA	NA	FALSE	TRUE	FALSE	DEP only
SNAP91	ENSG00000065609	-0.364873755355255	17.8197951997718	-7.76543295085693	3.79167624147507e-06	1.8939656880249999E-4	4.57862905925773	-0.330011398053063	12156.8759086589	0.0446736028726323	-7.38716774185304	1.49989332572787e-13	6.49703132677425e-12	concordant	Gene DE	Protein DE	No DS	1	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
RAB12	ENSG00000206418	-0.531826080477908	15.4176245988632	-7.73242347173543	3.96596534572325e-06	1.9568653400969999E-4	4.53237106873512	-0.223685776069854	1565.28497386002	0.0614663876986379	-3.6391560403152	2.7353302407980001E-4	2.2208662988717999E-3	concordant	Gene DE	Protein DE	No DS	-0.021	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
NUDC	ENSG00000090273	-0.538573908522146	17.1871115349231	-7.71888418384775	4.03990112746959e-06	1.969330115872E-4	4.51335732779791	-0.047032592237197	6185.74091169858	0.0562577547230193	-0.836019717970586	0.403143810404967	0.60858960325685896	concordant	Gene not DE	Protein DE	No DS	0.054	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
ACTR1A	ENSG00000138107	-0.594666610238047	19.5282953606849	-7.67347395778189	4.29878220037634e-06	2.0705800931810001E-4	4.44941392312403	-0.302705939212446	16134.1802736834	0.0439176641182037	-6.89257831194569	5.47901111299898e-12	1.97689946026603e-10	concordant	Gene DE	Protein DE	No DS	0.067	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
ALDH5A1	ENSG00000112294	-0.491217617038957	15.9227058026483	-7.65664685739938	4.39914752063445e-06	2.093994219822E-4	4.42565172880203	-0.199527452472897	3168.33862966605	0.0495890089968855	-4.02362250242647	5.73097524351765e-05	5.6780579705989996E-4	concordant	Gene DE	Protein DE	No DS	0.031	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
AKR1C2	ENSG00000151632	-0.451924164098216	15.9234833793704	-7.60446277946743	4.72657650818775e-06	2.2236893665259999E-4	4.35172769022762	-0.0851509835721362	1306.90619406347	0.0609141531264532	-1.39788504315851	0.162147590808289	0.33845861389697202	concordant	Gene not DE	Protein DE	No DS	-0.167	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
DAPK1	ENSG00000196730	-0.707602776829193	14.8251760966094	-7.59292736531322	4.80239721790497e-06	2.233390706165E-4	4.33533895174051	-0.108054868115547	6730.35015670545	0.0460277428448594	-2.34760302019927	1.88946472163758E-2	7.1638204007215003E-2	concordant	Gene not DE	Protein DE	DS	-0.139	TRUE	0.205541521977718	TRUE	TRUE	FALSE	TRUE	DEP + DS
SORBS1	ENSG00000095637	0.627096948384905	15.5427616148017	7.54460926337141	5.1343350638929e-06	2.3606272350579999E-4	4.26650370499707	0.169877605378894	10490.1999688804	0.0477501755827104	3.55763310408442	3.742114939728E-4	2.8992119379669E-3	concordant	Gene DE	Protein DE	DS	-0.166	TRUE	0.141977339371884	FALSE	FALSE	FALSE	TRUE	DEP + DS
SRM	ENSG00000116649	0.421698171938839	17.7886508317488	7.50940869783257	5.39148454233225e-06	2.4510052200309997E-4	4.21616423236123	0.0413264252319467	2727.50804746143	0.0536014704401138	0.770994244982861	0.44071034278750798	0.64283800067014796	concordant	Gene not DE	Protein DE	No DS	0.004	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
SSRP1	ENSG00000149136	0.291484561041607	17.8478542117379	7.43208161446157	6.00572324760176e-06	2.6999062510880002E-4	4.10501018272885	0.038365077646328	10034.4168032866	0.049144088154107	0.780665164160174	0.43499945443319399	0.63796552112111304	concordant	Gene not DE	Protein DE	No DS	0.005	FALSE	NA	NA	FALSE	TRUE	FALSE	DEP only
CORO1A	ENSG00000102879	-0.380856373550671	17.9488990515352	-7.42042087542556	6.1046265732509e-06	2.714210891799E-4	4.08818013955177	-0.073130861352262	4546.4344535445	0.0549292944473752	-1.33136356634482	0.183069411512984	0.36741449007440802	concordant	Gene not DE	Protein DE	No DS	0.003	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
TRIM67	ENSG00000119283	-0.785930068975459	13.9158476883636	-7.3937080892054	6.33778386046209e-06	2.7872471195029998E-4	4.04955767336864	-0.35755542452987	4347.68335941029	0.0529048642413182	-6.75846029769456	1.39465854086027e-11	4.82023352953749e-10	concordant	Gene DE	Protein DE	No DS	-0.064	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
CYP51A1	ENSG00000001630	-0.382713628199369	17.5386419504611	-7.35824453428783	6.66205106520128e-06	2.8983503881510001E-4	3.99813709500554	-0.0628961096005523	869.676046110853	0.0787428435061585	-0.798753344431017	0.42443344845373199	0.62893076299890904	concordant	Gene not DE	Protein DE	No DS	0.007	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
GABARAPL2	ENSG00000034713	-0.475308683238801	16.9780833712979	-7.34123308577374	6.82381542174974e-06	2.9371443825950002E-4	3.97341205840263	0.0431099114737462	8194.95582435067	0.048123253672206	0.895822875306636	0.37034737046641503	0.57756177267475495	discordant	Gene not DE	Protein DE	No DS	0.002	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
DACH1	ENSG00000276644	0.641040624701294	15.096312656462	7.31933905797976	7.03817848347769e-06	2.997523173068E-4	3.94153391035534	0.0631780864673132	7386.22795657868	0.0538562344108928	1.17308770578537	0.24076063614638499	0.438006135152395	concordant	Gene not DE	Protein DE	No DS	-0.006	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
WDR1	ENSG00000071127	-0.339691902605349	18.7044185940754	-7.30858693614073	7.14606180039451e-06	3.0117672962909998E-4	3.92585524717756	-0.173368799414855	6145.77627539002	0.0507436326941259	-3.41656263476233	6.3417073521540004E-4	4.5050545045572004E-3	concordant	Gene DE	Protein DE	No DS	-0.018	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
RGS10	ENSG00000148908	1.18196676462362	14.7998142940239	7.2584068525595	7.67331068808508e-06	3.1697550566919997E-4	3.85247911930474	0.815028952967267	6746.961472466	0.0543910282749163	14.9846211556757	9.2551794874882e-51	3.30309307926291e-48	concordant	Gene DE	Protein DE	No DS	0.072	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
CLIC1	ENSG00000213719	0.434953764351526	16.4639649569139	7.25097450247053	7.75485343574764e-06	3.1697550566919997E-4	3.84158251202544	0.691905752642737	1366.6804656168	0.0708408709202445	9.76704187363412	1.55938628282854e-22	1.3763679895266802e-20	concordant	Gene DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
TMEM35A	ENSG00000126950	-0.57651177042559	15.874354182042	-7.25087509049966	7.755950336446e-06	3.1697550566919997E-4	3.84143671351268	-0.507215340709493	4587.77460194217	0.0476376009100703	-10.6473737346053	1.79353707279007e-26	2.08826227829748e-24	concordant	Gene DE	Protein DE	No DS	-0.001	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
ESRRB	ENSG00000119715	1.53160212576154	13.8840723994647	7.16944129240877	8.71233751798277e-06	3.5250117597750001E-4	3.72155982045574	0.423612021826211	571.164966298535	0.086405069317376	4.90262926901007	9.45623463634098e-07	1.45631335858171e-05	concordant	Gene DE	Protein DE	No DS	0.129	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
PITHD1	ENSG00000057757	-0.46585288034948	17.3172436919233	-7.11211904111786	9.46023917184053e-06	3.7643373820960002E-4	3.63664160281496	-0.206353570369222	7014.06862396453	0.0444267546214509	-4.64480406294603	3.40399363815181e-06	4.59726868710659e-05	concordant	Gene DE	Protein DE	No DS	-0.003	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
PLPPR3	ENSG00000129951	-0.372559857765843	16.558416499523	-7.1099440690632	9.48992617335298e-06	3.7643373820960002E-4	3.63341081820111	0.0316918453474986	15741.7024634168	0.0443410923392824	0.71472856611208	0.47477678271201001	0.67048691972327501	discordant	Gene not DE	Protein DE	No DS	-0.03	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
ISLR2	ENSG00000167178	-0.429842812283558	15.4185381921349	-7.08354442173096	9.8582574785244e-06	3.8655634305999998E-4	3.59414472977603	0.242151755463367	21295.5686065977	0.0435151458268831	5.56476948110716	2.62499181935499e-08	5.58218791429414e-07	discordant	Gene DE	Protein DE	DS	-0.589	TRUE	0.311837976406067	TRUE	FALSE	FALSE	FALSE	DEP + DS
GRAMD1A	ENSG00000089351	-0.82356880218912	14.2928837181013	-7.07809241103306	9.93619863525475e-06	3.8655634305999998E-4	3.58602379773193	-0.0972449442859002	5426.08018928065	0.0461886514563927	-2.10538608986475	3.5257713643374301E-2	0.11459629477000099	concordant	Gene not DE	Protein DE	DS	-0.51	TRUE	0.523266009641767	TRUE	TRUE	FALSE	TRUE	DEP + DS
MRAS	ENSG00000158186	-0.625302430924101	14.617415052704	-7.06978106278614	1.00562778817188e-05	3.875019077088E-4	3.57363603953352	-0.367745165601695	6175.01028828494	0.053637928238473	-6.85606580415836	7.0782782119911e-12	2.53167959490758e-10	concordant	Gene DE	Protein DE	No DS	-0.009	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
VAT1L	ENSG00000171724	-0.746491256820136	14.5163105803108	-7.0532189298824	1.03001791632727e-05	3.9076437508200001E-4	3.54892283249206	-0.36263556032717	7925.03458907713	0.0490516699601239	-7.39292995777658	1.43628145276028e-13	6.25449140847891e-12	concordant	Gene DE	Protein DE	No DS	-0.002	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
DNAJC6	ENSG00000116675	-0.389195697300639	16.6360777212186	-7.05094823618358	1.03341048279233e-05	3.9076437508200001E-4	3.54553170997226	-0.222391596472923	17264.7837946328	0.0374521213559273	-5.93802402698151	2.8847777333850303e-09	7.23406090235739e-08	concordant	Gene DE	Protein DE	No DS	0.127	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
ARL2	ENSG00000213465	-0.403113033818075	16.1424811874387	-7.02549211400134	1.0722659455723e-05	3.9801724915460002E-4	3.50746678592709	-0.336401597976093	1363.65676954655	0.0689258334868849	-4.88063155652811	1.05746643650636e-06	1.60893665320898e-05	concordant	Gene DE	Protein DE	No DS	0.008	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
SUCLG1	ENSG00000163541	-0.296174215765802	17.7222125811372	-7.00594734307118	1.10314985034192e-05	4.0575857222570002E-4	3.47818133682424	-0.112447480178808	3524.67459159198	0.054210935534343	-2.07425824827487	3.8055333158942599E-2	0.12105297509598099	concordant	Gene not DE	Protein DE	No DS	-0.004	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
MAB21L1	ENSG00000180660	0.449912011450969	15.3666730031544	6.9849409383011	1.13739869008837e-05	4.1458694595469998E-4	3.44664774736415	-0.0089115493177711	7815.57820238823	0.0529445051795875	-0.168318681750697	0.86633257762120597	0.93161624055133796	discordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	DEP only
SUCLA2	ENSG00000136143	-0.377391848379556	17.6053173007739	-6.96423591036997	1.17226229912889e-05	4.2347975556030002E-4	3.41550762053044	-0.159620451774126	3816.58422052273	0.058140245502405	-2.74543821400829	6.0430145338020002E-3	2.9033704887745999E-2	concordant	Gene DE	Protein DE	No DS	0.667	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
SLC8A1	ENSG00000183023	-0.557660863163891	15.6431745921434	-6.95466311574943	1.18876290393776e-05	4.256402397639E-4	3.40109044055105	-0.295763358185771	3804.23223747637	0.0551426152065726	-5.36360774834122	8.15759525431831e-08	1.58489042946916e-06	concordant	Gene DE	Protein DE	No DS	-0.928	FALSE	0.173954002073243	FALSE	FALSE	FALSE	TRUE	DEP + DEG, no DS
RETREG3	ENSG00000141699	0.461412588835914	15.9026425888771	6.94508040911319	1.20552763159437e-05	4.2785656117809998E-4	3.38664577835781	0.0356142317725902	2319.78990441941	0.0541099853854603	0.658182247119216	0.51042103092310398	0.69975633107846402	concordant	Gene not DE	Protein DE	No DS	0.037	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
ITFG1	ENSG00000129636	-0.386254485278	15.8288461769564	-6.93197697453393	1.22885895424282e-05	4.3234463729269998E-4	3.36687373975199	-0.195257218320256	6191.14863880161	0.0499247724904363	-3.91102870539189	9.19038474577865e-05	8.6265606844729997E-4	concordant	Gene DE	Protein DE	No DS	-0.007	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
TBCD	ENSG00000141556	-0.477267431978175	15.8509530627642	-6.87677578042965	1.33253763395235e-05	4.6477993680780002E-4	3.28332105381465	-0.225689766895789	4644.73840683623	0.0495838188080108	-4.55168182526769	5.32187764644111e-06	6.89032060896086e-05	concordant	Gene DE	Protein DE	DS	0.167	FALSE	0.377442192325492	TRUE	FALSE	FALSE	TRUE	DEP + DS
CAPN2	ENSG00000162909	-0.398564353805748	15.7618872190653	-6.85865062139808	1.36857225933753e-05	4.711931755469E-4	3.25579548434109	-0.315527929984271	3315.17700024382	0.0517526950902956	-6.09684054972892	1.08185333108946e-09	2.92599442116898e-08	concordant	Gene DE	Protein DE	No DS	-0.022	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
ATP9A	ENSG00000054793	-0.336108701902024	17.843520527549	-6.85131371142067	1.38345134000014e-05	4.711931755469E-4	3.24464051715539	0.0198392079133348	27541.0191656953	0.0445055611606035	0.44576918919734	0.65576398004633896	0.80545243606320105	discordant	Gene not DE	Protein DE	No DS	-0.016	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
IPO13	ENSG00000117408	0.777226508352543	14.1709117428611	6.85013275318485	1.38586228102051e-05	4.711931755469E-4	3.24284430728009	0.447209603466275	3659.63469420707	0.0533247937357873	8.3865228936862	5.0073223186883e-17	3.0001901644491202e-15	concordant	Gene DE	Protein DE	DS	-0.193	TRUE	-0.153739698195825	FALSE	FALSE	FALSE	FALSE	DEP + DS
OPCML	ENSG00000183715	-0.543343786730015	15.5208805296885	-6.83070780878945	1.42616448702046e-05	4.8007479058509997E-4	3.21327185578737	-0.533151860327633	1772.12938356514	0.0641280637955237	-8.31386180670635	9.26370201599286e-17	5.4121777934717e-15	concordant	Gene DE	Protein DE	No DS	0.207	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
DHCR7	ENSG00000172893	-0.340960428287371	17.267754938866	-6.82618969634439	1.43571551311914e-05	4.8007479058509997E-4	3.20638604742731	-0.0567045394516867	4853.97983305524	0.047285768698986	-1.19918827613143	0.23045474490819501	0.42682485865950398	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP only
NCAM2	ENSG00000154654	-0.798767580818975	14.3534524939852	-6.71083854868891	1.70401610597232e-05	5.65118783997E-4	3.0296304536872	-0.340744715810848	2978.7833025285	0.0606036205854839	-5.62251417520861	1.88198118912644e-08	4.07605345407502e-07	concordant	Gene DE	Protein DE	No DS	-0.007	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
CKMT1A	ENSG00000223572	-0.308681825920033	17.9899567679585	-6.63427844142432	1.91109349922026e-05	6.2864099982479996E-4	2.91129681738654	-0.138546001162885	441.91995530246	0.104556813954098	-1.32507864311654	0.18514506882506901	0.36995211719829202	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP only
MVP	ENSG00000013364	-0.345041325090429	16.1117525937064	-6.62643177527936	1.93377541805898e-05	6.3097220495690002E-4	2.89912270313491	4.85874060098869	1754.20787804026	0.0821188729490603	59.1671612931494	0	0	discordant	Gene DE	Protein DE	No DS	0.067	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
BAIAP2	ENSG00000175866	0.704411687311945	15.2011687852246	6.60189243540766	2.00656895712826e-05	6.4948624004319995E-4	2.86099450960439	-0.0005761617309856	2122.88608731699	0.0588604888644058	-0.0097885991452247	0.99218995259246301	0.99794059104982002	discordant	Gene not DE	Protein DE	No DS	0.233	FALSE	-0.103684903770834	FALSE	FALSE	FALSE	TRUE	DEP only
STMN1	ENSG00000117632	1.19274850572137	18.5967621682828	6.57940202812629	2.07583609652343e-05	6.6657403543909997E-4	2.82597610824439	-0.034288959952113	102767.151074772	0.0419458453635648	-0.817457835333015	0.41366683587965303	0.61861618187613898	discordant	Gene not DE	Protein DE	No DS	0.004	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
SRGAP1	ENSG00000196935	-0.423318108566596	14.8476858921135	-6.56893143343813	2.10894373878402e-05	6.7186549271100004E-4	2.80964891813398	-0.275172721004379	4101.22238398853	0.0576627647755542	-4.77210418327074	1.8231115118146e-06	2.61397569340265e-05	concordant	Gene DE	Protein DE	No DS	-0.012	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
UFL1	ENSG00000014123	0.577122518062668	14.2968345249184	6.5637523669005	2.12552602736068e-05	6.7186549271100004E-4	2.8015673467587	0.155917216913831	687.319632847163	0.0962962595830692	1.61914094679171	0.10541694041781	0.25297908358999999	concordant	Gene not DE	Protein DE	No DS	-0.036	FALSE	NA	NA	FALSE	TRUE	FALSE	DEP only
CLCN6	ENSG00000011021	-0.344799473574295	16.0903162059649	-6.53324439033124	2.22604994637324e-05	6.9818589790900001E-4	2.75388571660779	-0.12960398801628	5504.22452855487	0.0490352674405024	-2.64307700928799	8.2156347064919998E-3	3.70565441782763E-2	concordant	Gene DE	Protein DE	No DS	-0.1	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
GPD2	ENSG00000115159	-0.323089332148193	17.2706580644324	-6.50576389390012	2.32091168441271e-05	7.2233912885639995E-4	2.71082438177852	0.113094941103186	1027.51642595475	0.0714928512947379	1.58190558993009	0.113671124652684	0.26666220240349398	discordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	DEP only
POLDIP3	ENSG00000100227	0.65673171486508	15.0537228513089	6.48619717702715	2.39105820959049e-05	7.3849019206129998E-4	2.68009933701571	0.104008666569341	6324.43157502791	0.0465166872585985	2.2359431141588	2.53554976629334E-2	8.9576329918738401E-2	concordant	Gene not DE	Protein DE	DS	0.598	TRUE	0.568084899434661	TRUE	FALSE	FALSE	FALSE	DEP + DS
DYNLT3	ENSG00000165169	-0.641327145326009	14.5024378193865	-6.43724684242008	2.57655816119519e-05	7.8584714138969997E-4	2.6029990582156	0.276862023991292	514.628182771694	0.0977730841392933	2.83167935663008	4.6304256364141996E-3	2.3361308442843402E-2	discordant	Gene DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
RP2	ENSG00000102218	0.482006241304326	14.7650843466367	6.43465954320376	2.5867772844516e-05	7.8584714138969997E-4	2.59891452688081	0.230328481032002	369.143230527001	0.106879214249708	2.1550353139187	3.1159070891930402E-2	0.104331728907367	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP only
FSD1L	ENSG00000106701	-0.581310125842446	15.4956256902569	-6.43066037568746	2.60265736397002e-05	7.8584714138969997E-4	2.59259925173367	0.102627293238994	1933.66098822222	0.0791959666600753	1.2958651502985	0.19502194754527899	0.382152699075059	discordant	Gene not DE	Protein DE	No DS	0.092	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
ARL8B	ENSG00000134108	-0.279556612184042	17.2800882234819	-6.40627911259595	2.70172989612004e-05	8.0971845627420002E-4	2.55404908101682	-0.071002346960311	2340.85426063936	0.0622574450434625	-1.14046355276455	0.25409322884763502	0.45460424346029099	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	DEP only
SLC7A1	ENSG00000139514	-0.353161904188834	16.6840658463104	-6.37982241227687	2.81376492301771e-05	8.3709506459769996E-4	2.51212291398681	-0.106758381462595	9365.03733968457	0.044787860941602	-2.38364546147437	1.7142108309983899E-2	6.6483980965219805E-2	concordant	Gene not DE	Protein DE	No DS	0.037	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
NUP210	ENSG00000132182	-0.350650291000537	16.1063540734686	-6.36836942175444	2.86377905379893e-05	8.4575547822409998E-4	2.49394275550834	-0.335760176619025	2948.68757332045	0.060296289061074	-5.56850482587634	2.56934514323566e-08	5.47093893858624e-07	concordant	Gene DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
