ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Cluster
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	6/97	142/16462	0.000192278476273979	0.00536243306052987	0.00448649777972619	HNRNPAB/CELF1/HNRNPC/TARDBP/KHSRP/CIRBP	6	1
GOBP_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	3/97	20/16462	0.000210218856384609	0.00570431707594992	0.00477253619900193	RBMX/SRSF10/CELF4	3	1
GOBP_RNA_MODIFICATION	GOBP_RNA_MODIFICATION	6/97	147/16462	0.000231988159594238	0.00612937137454251	0.00512815931734632	HNRNPAB/ADARB2/ADARB1/GAR1/TRMT6/CMTR1	6	1
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS	8/97	289/16462	0.000306431804376802	0.00770237626256082	0.00644421918381582	SHQ1/PAK1IP1/NPM3/UTP14A/NOC4L/WDR3/GAR1/NOP16	8	1
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	4/97	55/16462	0.000306867580181706	0.00770237626256082	0.00644421918381582	HNRNPAB/HNRNPC/TARDBP/CIRBP	4	1
GOMF_TRANSLATION_REPRESSOR_ACTIVITY	GOMF_TRANSLATION_REPRESSOR_ACTIVITY	3/97	24/16462	0.000366905072748702	0.00898469983023651	0.0075170795392417	CELF4/CELF1/CIRBP	3	1
GOBP_MRNA_MODIFICATION	GOBP_MRNA_MODIFICATION	3/97	25/16462	0.000415160746861079	0.0096935206941517	0.00811011691542572	HNRNPAB/TRMT6/CMTR1	3	1
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	3/97	25/16462	0.000415160746861079	0.0096935206941517	0.00811011691542572	RBMX/SRSF10/CELF4	3	1
GOBP_STRESS_GRANULE_ASSEMBLY	GOBP_STRESS_GRANULE_ASSEMBLY	3/97	26/16462	0.00046731260481269	0.0104001690764865	0.00870133667753853	TIA1/CIRBP/LSM14A	3	1
GOBP_ADENOSINE_TO_INOSINE_EDITING	GOBP_ADENOSINE_TO_INOSINE_EDITING	2/97	6/16462	0.000507577972856414	0.0104001690764865	0.00870133667753853	ADARB2/ADARB1	2	1
GOBP_PEPTIDYL_ARGININE_METHYLATION_TO_ASYMMETRICAL_DIMETHYL_ARGININE	GOBP_PEPTIDYL_ARGININE_METHYLATION_TO_ASYMMETRICAL_DIMETHYL_ARGININE	2/97	6/16462	0.000507577972856414	0.0104001690764865	0.00870133667753853	PRMT8/PRMT2	2	1
GOCC_NUCLEAR_STRESS_GRANULE	GOCC_NUCLEAR_STRESS_GRANULE	2/97	6/16462	0.000507577972856414	0.0104001690764865	0.00870133667753853	TIA1/RBFOX1	2	1
GOMF_PROTEIN_ARGININE_OMEGA_N_ASYMMETRIC_METHYLTRANSFERASE_ACTIVITY	GOMF_PROTEIN_ARGININE_OMEGA_N_ASYMMETRIC_METHYLTRANSFERASE_ACTIVITY	2/97	6/16462	0.000507577972856414	0.0104001690764865	0.00870133667753853	PRMT8/PRMT2	2	1
GOMF_TRNA_SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	GOMF_TRNA_SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	2/97	6/16462	0.000507577972856414	0.0104001690764865	0.00870133667753853	ADARB2/ADARB1	2	1
GOBP_POSITIVE_REGULATION_OF_TRANSLATION	GOBP_POSITIVE_REGULATION_OF_TRANSLATION	5/97	115/16462	0.000589199395160015	0.0118311238548131	0.00989854983868825	LIN28A/POLDIP3/HABP4/LARP4/CIRBP	5	1
GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	3/97	29/16462	0.000648399310015002	0.0127645668089228	0.0106795180473059	RBMX/SRSF10/CELF4	3	1
GOMF_HISTONE_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	GOMF_HISTONE_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	2/97	7/16462	0.00070787973376822	0.0136675240904479	0.0114349803147174	PRMT8/PRMT2	2	1
GOBP_GERM_CELL_DEVELOPMENT	GOBP_GERM_CELL_DEVELOPMENT	6/97	182/16462	0.000722973568586325	0.013695574770956	0.0114584490115568	LIN28A/CELF4/CELF1/STRBP/TIAL1/SRPK1	6	1
GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING	GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING	2/97	8/16462	0.000940215980700459	0.0174810526782085	0.0146255819220071	ADARB2/ADARB1	2	1
GOBP_RNA_EXPORT_FROM_NUCLEUS	GOBP_RNA_EXPORT_FROM_NUCLEUS	4/97	75/16462	0.000999670071011257	0.0182485227508237	0.0152676883572628	POLDIP3/HNRNPA1/CHTOP/ZC3H11A	4	1
GOMF_ADENOSINE_DEAMINASE_ACTIVITY	GOMF_ADENOSINE_DEAMINASE_ACTIVITY	2/97	9/16462	0.00120421005342716	0.0215897659578726	0.0180631508014074	ADARB2/ADARB1	2	1
GOCC_SMALL_SUBUNIT_PROCESSOME	GOCC_SMALL_SUBUNIT_PROCESSOME	3/97	36/16462	0.00122974397039255	0.0216607534434057	0.0181225427215745	UTP14A/NOC4L/WDR3	3	1
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	5/97	136/16462	0.00125407861940139	0.0217085333427414	0.0181625179361581	LIN28A/POLDIP3/HABP4/LARP4/CIRBP	5	1
GOBP_MRNA_CATABOLIC_PROCESS	GOBP_MRNA_CATABOLIC_PROCESS	6/97	204/16462	0.0013046658904464	0.0222014331187827	0.0185749042029656	HNRNPAB/CELF1/HNRNPC/TARDBP/KHSRP/CIRBP	6	1
GOBP_HISTONE_ARGININE_METHYLATION	GOBP_HISTONE_ARGININE_METHYLATION	2/97	11/16462	0.00182568124681877	0.029094983679461	0.0243424166242502	PRMT8/PRMT2	2	1
GOBP_PEPTIDYL_ARGININE_N_METHYLATION	GOBP_PEPTIDYL_ARGININE_N_METHYLATION	2/97	11/16462	0.00182568124681877	0.029094983679461	0.0243424166242502	PRMT8/PRMT2	2	1
GOCC_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX	GOCC_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX	2/97	11/16462	0.00182568124681877	0.029094983679461	0.0243424166242502	HNRNPAB/LSM14A	2	1
GOMF_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	GOMF_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	2/97	11/16462	0.00182568124681877	0.029094983679461	0.0243424166242502	PRMT8/PRMT2	2	1
GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION	GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION	2/97	12/16462	0.00218242118502122	0.0342367323400203	0.0286442780534035	TARDBP/KHSRP	2	1
GOBP_RNA_STABILIZATION	GOBP_RNA_STABILIZATION	3/97	46/16462	0.00250563120632758	0.0385018196068022	0.0322126777586791	HNRNPC/TARDBP/CIRBP	3	1
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	2/97	13/16462	0.00256934453551369	0.0385018196068022	0.0322126777586791	CD2BP2/SRSF10	2	1
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	2/97	13/16462	0.00256934453551369	0.0385018196068022	0.0322126777586791	RPS29/EPM2AIP1	2	1
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	6/97	237/16462	0.00277649479324598	0.0404623056461846	0.0338529250426245	LIN28A/CELF4/CELF1/STRBP/TIAL1/SRPK1	6	1
GOBP_RNA_3_END_PROCESSING	GOBP_RNA_3_END_PROCESSING	4/97	99/16462	0.00278077598564416	0.0404623056461846	0.0338529250426245	SNRPA/CPSF4/LIN28A/GRSF1	4	1
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION	GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION	2/97	15/16462	0.00343230192763291	0.0478615435464367	0.0400435224890506	HNRNPC/TARDBP	2	1
GOBP_PEPTIDYL_ARGININE_METHYLATION	GOBP_PEPTIDYL_ARGININE_METHYLATION	2/97	15/16462	0.00343230192763291	0.0478615435464367	0.0400435224890506	PRMT8/PRMT2	2	1
GOMF_TRANSLATION_REPRESSOR_ACTIVITY_MRNA_REGULATORY_ELEMENT_BINDING	GOMF_TRANSLATION_REPRESSOR_ACTIVITY_MRNA_REGULATORY_ELEMENT_BINDING	2/97	15/16462	0.00343230192763291	0.0478615435464367	0.0400435224890506	CELF4/CELF1	2	1
GOBP_MRNA_METHYLATION	GOBP_MRNA_METHYLATION	2/97	16/16462	0.00390762398812676	0.0529781273413396	0.0443243296481327	TRMT6/CMTR1	2	1
GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	2/97	16/16462	0.00390762398812676	0.0529781273413396	0.0443243296481327	POLDIP3/ZC3H11A	2	1
GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY	GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY	3/97	54/16462	0.00395752943286899	0.0529781273413396	0.0443243296481327	PRMT8/PRMT2/EED	3	1
GOBP_MRNA_EXPORT_FROM_NUCLEUS	GOBP_MRNA_EXPORT_FROM_NUCLEUS	3/97	55/16462	0.0041681445397548	0.0550633831304449	0.0460689659657109	POLDIP3/CHTOP/ZC3H11A	3	1
GOMF_DEAMINASE_ACTIVITY	GOMF_DEAMINASE_ACTIVITY	2/97	17/16462	0.00441170545141331	0.0575240554963502	0.0481276958335998	ADARB2/ADARB1	2	1
GOCC_CAJAL_BODY	GOCC_CAJAL_BODY	3/97	57/16462	0.00460952314754854	0.059332836412035	0.0496410185120612	SHQ1/HABP4/GAR1	3	1
GOCC_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX	GOCC_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX	4/37	9/16462	2.69875672912084e-09	8.97336612432679e-07	5.79522497621738e-07	PRKAR2B/PRKY/PRKACB/AKAP14	4	2
GOMF_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY	GOMF_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY	4/37	9/16462	2.69875672912084e-09	8.97336612432679e-07	5.79522497621738e-07	PDE1C/PDE2A/PDE1B/PDE9A	4	2
GOMF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	GOMF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY	4/37	18/16462	6.46012195966696e-08	1.43199370105951e-05	9.24817459489165e-06	PDE1C/PDE2A/PDE1B/PDE9A	4	2
GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	3/37	13/16462	2.94332057655393e-06	0.000489327045852091	0.000316019682956317	PDE1C/PDE2A/PDE1B	3	2
GOMF_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	GOMF_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	4/37	62/16462	1.09742391256872e-05	0.00128628300834699	0.00083071383839426	PDE1C/PDE2A/PDE1B/PDE9A	4	2
GOMF_CAMP_BINDING	GOMF_CAMP_BINDING	3/37	20/16462	1.16055609775669e-05	0.00128628300834699	0.00083071383839426	PRKAR2B/RAPGEF4/PDE2A	3	2
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	3/37	23/16462	1.79457549537978e-05	0.00170484672061079	0.00110103278513526	PDE2A/PDE9A/ADCY1	3	2
GOCC_CILIARY_BASE	GOCC_CILIARY_BASE	3/37	28/16462	3.29400531411994e-05	0.00243390392654418	0.00157187622007127	PRKAR2B/PRKACB/CLCN4	3	2
GOMF_CYCLIC_NUCLEOTIDE_BINDING	GOMF_CYCLIC_NUCLEOTIDE_BINDING	3/37	28/16462	3.29400531411994e-05	0.00243390392654418	0.00157187622007127	PRKAR2B/RAPGEF4/PDE2A	3	2
GOBP_CGMP_METABOLIC_PROCESS	GOBP_CGMP_METABOLIC_PROCESS	2/37	7/16462	0.000102495572544178	0.00524304274937524	0.00338608855044732	PDE2A/PDE9A	2	2
GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR	GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR	2/37	7/16462	0.000102495572544178	0.00524304274937524	0.00338608855044732	PDE2A/PDE1B	2	2
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	2/37	7/16462	0.000102495572544178	0.00524304274937524	0.00338608855044732	PRKY/PRKACB	2	2
GOMF_VOLTAGE_GATED_CHLORIDE_CHANNEL_ACTIVITY	GOMF_VOLTAGE_GATED_CHLORIDE_CHANNEL_ACTIVITY	2/37	7/16462	0.000102495572544178	0.00524304274937524	0.00338608855044732	CLCN6/CLCN4	2	2
GOMF_PROTEIN_KINASE_A_BINDING	GOMF_PROTEIN_KINASE_A_BINDING	3/37	46/16462	0.000148441070775348	0.00705095086182903	0.00455368096814601	PRKAR2B/PKIA/AKAP14	3	2
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_INHIBITOR_ACTIVITY	GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_INHIBITOR_ACTIVITY	2/37	9/16462	0.000175209254434568	0.00712754304531859	0.0046031461218678	PRKAR2B/PKIA	2	2
GOMF_CYCLIC_NUCLEOTIDE_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GOMF_CYCLIC_NUCLEOTIDE_DEPENDENT_PROTEIN_KINASE_ACTIVITY	2/37	9/16462	0.000175209254434568	0.00712754304531859	0.0046031461218678	PRKY/PRKACB	2	2
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	3/37	50/16462	0.000190480973364497	0.00712754304531859	0.0046031461218678	PDE2A/PDE9A/ADCY1	3	2
GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	2/37	10/16462	0.000218701389304343	0.00712754304531859	0.0046031461218678	PDE2A/PDE9A	2	2
GOBP_NEGATIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	2/37	10/16462	0.000218701389304343	0.00712754304531859	0.0046031461218678	PRKAR2B/PKIA	2	2
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY	GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY	2/37	10/16462	0.000218701389304343	0.00712754304531859	0.0046031461218678	PRKAR2B/PKIA	2	2
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	4/37	134/16462	0.000225080306694271	0.00712754304531859	0.0046031461218678	RAPGEF4/PDE2A/PRKACB/ADCY1	4	2
GOBP_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT	2/37	11/16462	0.000266923177817533	0.00806835969312088	0.00521074911720351	RET/PHOX2B	2	2
GOMF_GTPASE_BINDING	GOMF_GTPASE_BINDING	5/37	265/16462	0.000297699004247035	0.00850812418149362	0.00549476005706276	PDE6D/RAPGEF4/RANBP1/RAP1GAP/RCC1	5	2
GOMF_PROTEIN_KINASE_A_CATALYTIC_SUBUNIT_BINDING	GOMF_PROTEIN_KINASE_A_CATALYTIC_SUBUNIT_BINDING	2/37	12/16462	0.000319854292537354	0.00850812418149362	0.00549476005706276	PRKAR2B/PKIA	2	2
GOMF_VOLTAGE_GATED_ANION_CHANNEL_ACTIVITY	GOMF_VOLTAGE_GATED_ANION_CHANNEL_ACTIVITY	2/37	12/16462	0.000319854292537354	0.00850812418149362	0.00549476005706276	CLCN6/CLCN4	2	2
GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	5/37	297/16462	0.000501836668932027	0.0128354378784538	0.00828944781069907	PDE1C/INPP5F/PDE2A/PDE1B/PDE9A	5	2
GOBP_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GOBP_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	2/37	16/16462	0.000578267674259091	0.0138543045887338	0.00894745749458389	PRKAR2B/PKIA	2	2
GOCC_LIPID_DROPLET	GOCC_LIPID_DROPLET	3/37	73/16462	0.000583339140578263	0.0138543045887338	0.00894745749458389	ABHD5/RAP1B/RAB18	3	2
GOBP_CGMP_MEDIATED_SIGNALING	GOBP_CGMP_MEDIATED_SIGNALING	2/37	17/16462	0.000654442715606052	0.0150070484785526	0.00969192841986458	PDE2A/PDE9A	2	2
GOBP_MICROVILLUS_ASSEMBLY	GOBP_MICROVILLUS_ASSEMBLY	2/37	18/16462	0.000735206440463767	0.0162970760969468	0.010525060621376	RAP1B/RAP1GAP	2	2
GOBP_MICROVILLUS_ORGANIZATION	GOBP_MICROVILLUS_ORGANIZATION	2/37	22/16462	0.00110375133746489	0.0236772464327146	0.0152913597855917	RAP1B/RAP1GAP	2	2
GOCC_MEMBRANE_MICRODOMAIN	GOCC_MEMBRANE_MICRODOMAIN	4/37	215/16462	0.00133295946368985	0.0277005638548047	0.0178897191179428	PRKAR2B/RET/RAP1B/ADCY1	4	2
GOMF_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY	GOMF_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY	2/37	27/16462	0.00166530954243591	0.03355851047636	0.0216729280163908	PRKAR2B/PKIA	2	2
GOCC_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE	GOCC_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE	2/37	32/16462	0.00233668508423437	0.0454533011304064	0.0293548822496333	RAPGEF4/ADCY1	2	2
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	3/37	119/16462	0.00239227900686349	0.0454533011304064	0.0293548822496333	INPP5F/PDE2A/PDE9A	3	2
GOMF_GTPASE_ACTIVITY	GOMF_GTPASE_ACTIVITY	4/37	263/16462	0.00277853808989212	0.0501666133776253	0.0323988575513591	RASL10A/RAP1B/RAP1GAP/RAB18	4	2
GOBP_CAMP_MEDIATED_SIGNALING	GOBP_CAMP_MEDIATED_SIGNALING	2/37	35/16462	0.00279122510522126	0.0501666133776253	0.0323988575513591	PDE2A/ADCY1	2	2
GOMF_G_PROTEIN_ACTIVITY	GOMF_G_PROTEIN_ACTIVITY	2/37	36/16462	0.00295124371123185	0.0516467649465574	0.033354776570155	RASL10A/RAP1B	2	2
GOBP_CELLULAR_RESPONSE_TO_CAMP	GOBP_CELLULAR_RESPONSE_TO_CAMP	2/37	37/16462	0.00311548357305424	0.051995494259663	0.0335799947098417	PDE2A/RAP1B	2	2
GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	2/37	38/16462	0.00328392595324187	0.051995494259663	0.0335799947098417	RET/PHOX2B	2	2
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS	GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS	2/37	38/16462	0.00328392595324187	0.051995494259663	0.0335799947098417	PDE2A/PDE9A	2	2
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	2/37	38/16462	0.00328392595324187	0.051995494259663	0.0335799947098417	PDE2A/PDE9A	2	2
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	2/37	40/16462	0.00363334361355407	0.0561900814654292	0.0362889643654849	PDE2A/RAP1B	2	2
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	2/37	42/16462	0.00399934796888229	0.0604446908933346	0.0390366978780855	INPP5F/ABHD5	2	2
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	2/37	43/16462	0.00418852393714579	0.0618970759600433	0.0399746845931107	PDE2A/PDE9A	2	2
GOMF_CALMODULIN_BINDING	GOMF_CALMODULIN_BINDING	3/37	152/16462	0.00476496160047462	0.0688847709633831	0.0444875133408157	PDE1C/PDE1B/ADCY1	3	2
GOBP_REGULATION_OF_EXOCYTOSIS	GOBP_REGULATION_OF_EXOCYTOSIS	3/37	156/16462	0.00512218318371307	0.0693455193421439	0.0447850762035531	RAPGEF4/RAP1B/ADCY1	3	2
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	3/37	156/16462	0.00512218318371307	0.0693455193421439	0.0447850762035531	RET/PHOX2B/RAP1GAP	3	2
GOMF_ANION_CHANNEL_ACTIVITY	GOMF_ANION_CHANNEL_ACTIVITY	2/37	48/16462	0.00519540797745519	0.0693455193421439	0.0447850762035531	CLCN6/CLCN4	2	2
GOBP_REGULATION_OF_CELL_SIZE	GOBP_REGULATION_OF_CELL_SIZE	3/37	157/16462	0.00521394882271758	0.0693455193421439	0.0447850762035531	RET/TRPV2/CLCN6	3	2
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	2/37	49/16462	0.00540885813678598	0.0705272678620133	0.0455482790466188	RAP1B/ADCY1	2	2
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	2/37	50/16462	0.00562629051859521	0.0719515999012657	0.0464681484126892	INPP5F/RET	2	2
GOBP_NEURAL_CREST_CELL_MIGRATION	GOBP_NEURAL_CREST_CELL_MIGRATION	2/37	51/16462	0.00584768713958991	0.0733719235439111	0.047385429055664	RET/PHOX2B	2	2
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	3/37	169/16462	0.00639321554882696	0.0763347677141435	0.0492989081557112	PDE1B/RAP1B/ADCY1	3	2
GOBP_REGULATED_EXOCYTOSIS	GOBP_REGULATED_EXOCYTOSIS	3/37	170/16462	0.00649808045788893	0.0763347677141435	0.0492989081557112	RAPGEF4/RAP1B/ADCY1	3	2
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	3/37	170/16462	0.00649808045788893	0.0763347677141435	0.0492989081557112	PDE2A/PDE9A/ADCY1	3	2
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	3/37	172/16462	0.00671089370281259	0.0763347677141435	0.0492989081557112	RAPGEF4/RAP1B/ADCY1	3	2
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	2/37	55/16462	0.00677255833854807	0.0763347677141435	0.0492989081557112	RAPGEF4/RAP1B	2	2
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT	GOBP_ENDOTHELIAL_CELL_DEVELOPMENT	2/37	55/16462	0.00677255833854807	0.0763347677141435	0.0492989081557112	PDE2A/RAP1B	2	2
GOBP_SENSORY_SYSTEM_DEVELOPMENT	GOBP_SENSORY_SYSTEM_DEVELOPMENT	12/46	282/16462	1.17129084562404e-11	1.13849470194657e-08	7.52092016663858e-09	PBX4/MED1/PBX1/MAB21L1/SOX2/KLF4/PTF1A/PKNOX1/ACTL6A/SMARCA4/MEIS1/SIX3	12	3
GOBP_CAMERA_TYPE_EYE_DEVELOPMENT	GOBP_CAMERA_TYPE_EYE_DEVELOPMENT	9/46	236/16462	1.52517357563411e-08	7.41234357758176e-06	4.89660990072003e-06	MED1/MAB21L1/KLF4/PTF1A/PKNOX1/ACTL6A/SMARCA4/MEIS1/SIX3	9	3
GOCC_NBAF_COMPLEX	GOCC_NBAF_COMPLEX	4/46	15/16462	7.12017633072049e-08	2.30693713115344e-05	1.52396756552263e-05	ARID1B/DPF3/SMARCE1/SMARCA4	4	3
GOMF_TRANSCRIPTION_COREGULATOR_BINDING	GOMF_TRANSCRIPTION_COREGULATOR_BINDING	6/46	98/16462	2.94665581053731e-07	7.16037361960565e-05	4.73015801165199e-05	MED1/PBX1/CTBP1/SP1/SMARCA4/SIX3	6	3
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	5/46	57/16462	5.11659188244585e-07	9.94665461947473e-05	6.57078115429888e-05	MED1/PBX1/SOX2/MEIS1/SIX3	5	3
GOCC_SWI_SNF_COMPLEX	GOCC_SWI_SNF_COMPLEX	4/46	25/16462	6.46514100495264e-07	0.000104735284280233	6.91883511056335e-05	ARID1B/ACTL6A/SMARCE1/SMARCA4	4	3
GOCC_ATPASE_COMPLEX	GOCC_ATPASE_COMPLEX	5/46	87/16462	4.2424577972417e-06	0.000486464506368005	0.000321359485471608	ARID1B/DPF3/ACTL6A/SMARCE1/SMARCA4	5	3
GOCC_NPBAF_COMPLEX	GOCC_NPBAF_COMPLEX	3/46	12/16462	4.41380775725419e-06	0.000486464506368005	0.000321359485471608	ACTL6A/SMARCE1/SMARCA4	3	3
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	6/46	156/16462	4.50430098488894e-06	0.000486464506368005	0.000321359485471608	MED1/PBX1/SOX2/TCF12/MEIS1/SIX3	6	3
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	3/46	16/16462	1.1147424287155e-05	0.00108352964071146	0.000715781980543635	NUCKS1/SP1/SMARCA4	3	3
